row_number,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
1176,2050,Asia-Pacific,Timor-Leste,3070000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,3080000
1177,2050,Sub-Saharan Africa,Togo,3910000,1490000,690000,         <10000,         <10000,4500000,60000,         <10000,10650000
1178,2050,Asia-Pacific,Tokelau,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000
1179,2050,Asia-Pacific,Tonga,210000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,210000
1180,2050,Latin America-Caribbean,Trinidad and Tobago,840000,70000,20000,260000,         <10000,30000,20000,         <10000,1230000
1181,2050,Middle East-North Africa,Tunisia,30000,12510000,30000,         <10000,         <10000,         <10000,         <10000,         <10000,12570000
1182,2050,Asia-Pacific,Turkey,480000,89320000,1080000,         <10000,50000,30000,190000,30000,91180000
1183,2050,Asia-Pacific,Turkmenistan,450000,6420000,40000,         <10000,         <10000,         <10000,         <10000,         <10000,6910000
1184,2050,Latin America-Caribbean,Turks and Caicos Islands,40000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,40000
1185,2050,Asia-Pacific,Tuvalu,10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
1186,2050,Sub-Saharan Africa,Uganda,81020000,13370000,490000,290000,         <10000,830000,110000,         <10000,96120000
1187,2050,Europe,Ukraine,32470000,1340000,2420000,70000,30000,30000,10000,20000,36400000
1188,2050,Middle East-North Africa,United Arab Emirates,1320000,7510000,100000,980000,280000,30000,60000,         <10000,10280000
1189,2050,Europe,United Kingdom,31150000,7760000,26710000,1370000,640000,210000,550000,240000,68610000
1190,2050,North America,United States,261960000,8090000,100860000,4780000,5480000,2070000,5760000,5360000,394350000
1191,2050,Latin America-Caribbean,U.S. Virgin Islands,110000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,110000
1192,2050,Latin America-Caribbean,Uruguay,2020000,         <10000,1500000,         <10000,         <10000,30000,10000,         <10000,3570000
1193,2050,Asia-Pacific,Uzbekistan,530000,35300000,240000,         <10000,10000,20000,         <10000,         <10000,36110000
1194,2050,Asia-Pacific,Vanuatu,480000,         <10000,         <10000,         <10000,         <10000,20000,         <10000,         <10000,510000
1195,2050,Latin America-Caribbean,Venezuela,36100000,120000,3720000,         <10000,         <10000,290000,30000,         <10000,40270000
1196,2050,Asia-Pacific,Vietnam,9310000,200000,31720000,         <10000,16590000,45790000,430000,         <10000,104040000
1197,2050,Asia-Pacific,Wallis and Futuna,10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,10000
1198,2050,Middle East-North Africa,W. Sahara,         <10000,730000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,730000
1199,2050,Middle East-North Africa,Yemen,80000,61050000,60000,380000,         <10000,         <10000,         <10000,         <10000,61580000
1200,2050,Sub-Saharan Africa,Zambia,43170000,470000,290000,50000,         <10000,160000,480000,         <10000,44640000
1201,2050,Sub-Saharan Africa,Zimbabwe,16230000,200000,1430000,         <10000,         <10000,930000,50000,         <10000,18850000
1202,2050,Sub-Saharan Africa,S. Sudan,12750000,1300000,100000,         <10000,         <10000,6930000,         <10000,         <10000,21080000
1203,2050,Latin America-Caribbean,Curacao,170000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,180000
1204,2050,Latin America-Caribbean,Sint Maarten,60000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,60000
1205,2050,Latin America-Caribbean,Caribbean Netherlands,20000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,         <10000,20000
